Path,Best known solution value
bischoff1995/BR7.txt_100,28995488
davies1999/BR0.txt_1,27578880
davies1999/BR0.txt_2,29043525
davies1999/BR0.txt_3,23759568
davies1999/BR0.txt_4,24700896
davies1999/BR0.txt_5,27984528
davies1999/BR0.txt_6,25031160
davies1999/BR0.txt_7,24721944
davies1999/BR0.txt_8,27770400
davies1999/BR0.txt_9,28179900
davies1999/BR0.txt_10,23373504
davies1999/BR0.txt_11,23034942
davies1999/BR0.txt_12,28158000
davies1999/BR0.txt_13,29577600
davies1999/BR0.txt_14,29140992
davies1999/BR0.txt_15,27676000
davies1999/BR0.txt_16,25155000
davies1999/BR0.txt_17,28029960
davies1999/BR0.txt_18,28485600
davies1999/BR0.txt_19,29203200
davies1999/BR0.txt_20,28591332
davies1999/BR0.txt_21,26275104
davies1999/BR0.txt_22,27420900
davies1999/BR0.txt_23,19717992
davies1999/BR0.txt_24,25691680
davies1999/BR0.txt_25,28633500
davies1999/BR0.txt_26,27287714
davies1999/BR0.txt_27,26720628
davies1999/BR0.txt_28,27771536
davies1999/BR0.txt_29,26474448
davies1999/BR0.txt_30,27678720
davies1999/BR0.txt_31,28091700
davies1999/BR0.txt_32,28591200
davies1999/BR0.txt_33,29695680
davies1999/BR0.txt_34,29174040
davies1999/BR0.txt_35,28644000
davies1999/BR0.txt_36,28062450
davies1999/BR0.txt_37,29274168
davies1999/BR0.txt_38,22973600
davies1999/BR0.txt_39,27362160
davies1999/BR0.txt_40,28811090
davies1999/BR0.txt_41,28462080
davies1999/BR0.txt_42,25589200
davies1999/BR0.txt_43,26082560
davies1999/BR0.txt_44,25969200
davies1999/BR0.txt_45,28679805
davies1999/BR0.txt_46,28730880
davies1999/BR0.txt_47,27832896
davies1999/BR0.txt_48,26643456
davies1999/BR0.txt_49,28304640
davies1999/BR0.txt_50,29721600
davies1999/BR0.txt_51,28740096
davies1999/BR0.txt_52,26998272
davies1999/BR0.txt_53,29220750
davies1999/BR0.txt_54,23689908
davies1999/BR0.txt_55,22108800
davies1999/BR0.txt_56,28353960
davies1999/BR0.txt_57,28046600
davies1999/BR0.txt_58,27777330
davies1999/BR0.txt_59,29450304
davies1999/BR0.txt_60,28989792
davies1999/BR0.txt_61,25615872
davies1999/BR0.txt_62,28224000
davies1999/BR0.txt_63,27576600
davies1999/BR0.txt_64,27086400
davies1999/BR0.txt_65,27456000
davies1999/BR0.txt_66,28188000
davies1999/BR0.txt_67,27810300
davies1999/BR0.txt_68,29462400
davies1999/BR0.txt_69,27955200
davies1999/BR0.txt_70,27998208
davies1999/BR0.txt_71,24748416
davies1999/BR0.txt_72,26046720
davies1999/BR0.txt_73,27712260
davies1999/BR0.txt_74,27189588
davies1999/BR0.txt_75,24739344
davies1999/BR0.txt_76,29106000
davies1999/BR0.txt_77,27625536
davies1999/BR0.txt_78,28488600
davies1999/BR0.txt_79,28827648
davies1999/BR0.txt_80,28578420
davies1999/BR0.txt_81,29040000
davies1999/BR0.txt_82,28011750
davies1999/BR0.txt_83,28463190
davies1999/BR0.txt_84,27650700
davies1999/BR0.txt_85,29234810
davies1999/BR0.txt_86,28296576
davies1999/BR0.txt_87,29001728
davies1999/BR0.txt_88,27600000
davies1999/BR0.txt_89,19297920
davies1999/BR0.txt_90,28420392
davies1999/BR0.txt_91,28358070
davies1999/BR0.txt_92,26780544
davies1999/BR0.txt_93,28077894
davies1999/BR0.txt_94,27199800
davies1999/BR0.txt_95,26064060
davies1999/BR0.txt_96,29422848
davies1999/BR0.txt_97,28558080
davies1999/BR0.txt_98,28800200
davies1999/BR0.txt_99,29522064
davies1999/BR0.txt_100,28022904
davies1999/BR8.txt_1,28949425
davies1999/BR8.txt_2,29002289
davies1999/BR8.txt_3,29109349
davies1999/BR8.txt_4,28969882
davies1999/BR8.txt_5,29076838
davies1999/BR8.txt_6,29024259
davies1999/BR8.txt_7,28910584
davies1999/BR8.txt_8,28977052
davies1999/BR8.txt_9,28777849
davies1999/BR8.txt_10,28885178
davies1999/BR8.txt_11,28959903
davies1999/BR8.txt_12,29070557
davies1999/BR8.txt_13,28956124
davies1999/BR8.txt_14,28914246
davies1999/BR8.txt_15,28938904
davies1999/BR8.txt_16,28956102
davies1999/BR8.txt_17,28803359
davies1999/BR8.txt_18,28948751
davies1999/BR8.txt_19,28927841
davies1999/BR8.txt_20,28988762
davies1999/BR8.txt_21,28814299
davies1999/BR8.txt_22,28881013
davies1999/BR8.txt_23,28962680
davies1999/BR8.txt_24,28817845
davies1999/BR8.txt_25,29031843
davies1999/BR8.txt_26,28976119
davies1999/BR8.txt_27,29180460
davies1999/BR8.txt_28,29000040
davies1999/BR8.txt_29,28830989
davies1999/BR8.txt_30,28964087
davies1999/BR8.txt_31,28963736
davies1999/BR8.txt_32,28942004
davies1999/BR8.txt_33,29031795
davies1999/BR8.txt_34,28766482
davies1999/BR8.txt_35,28900622
davies1999/BR8.txt_36,29077518
davies1999/BR8.txt_37,28854264
davies1999/BR8.txt_38,28943170
davies1999/BR8.txt_39,29026429
davies1999/BR8.txt_40,28890788
davies1999/BR8.txt_41,29020745
davies1999/BR8.txt_42,29053502
davies1999/BR8.txt_43,28795676
davies1999/BR8.txt_44,29141520
davies1999/BR8.txt_45,29030792
davies1999/BR8.txt_46,28820936
davies1999/BR8.txt_47,28984404
davies1999/BR8.txt_48,28879026
davies1999/BR8.txt_49,28972446
davies1999/BR8.txt_50,28907487
davies1999/BR8.txt_51,29197229
davies1999/BR8.txt_52,28903613
davies1999/BR8.txt_53,29004070
davies1999/BR8.txt_54,28757269
davies1999/BR8.txt_55,28973010
davies1999/BR8.txt_56,28825366
davies1999/BR8.txt_57,29055743
davies1999/BR8.txt_58,28984314
davies1999/BR8.txt_59,28906171
davies1999/BR8.txt_60,28771603
davies1999/BR8.txt_61,28986598
davies1999/BR8.txt_62,28653398
davies1999/BR8.txt_63,28773905
davies1999/BR8.txt_64,28933172
davies1999/BR8.txt_65,29024914
davies1999/BR8.txt_66,28938004
davies1999/BR8.txt_67,28884057
davies1999/BR8.txt_68,28901898
davies1999/BR8.txt_69,28802222
davies1999/BR8.txt_70,28688904
davies1999/BR8.txt_71,28916412
davies1999/BR8.txt_72,28715708
davies1999/BR8.txt_73,29089531
davies1999/BR8.txt_74,28826859
davies1999/BR8.txt_75,28899387
davies1999/BR8.txt_76,28890335
davies1999/BR8.txt_77,28914131
davies1999/BR8.txt_78,28834909
davies1999/BR8.txt_79,28962696
davies1999/BR8.txt_80,28940376
davies1999/BR8.txt_81,28725324
davies1999/BR8.txt_82,28755142
davies1999/BR8.txt_83,29155641
davies1999/BR8.txt_84,29161132
davies1999/BR8.txt_85,29086704
davies1999/BR8.txt_86,28968795
davies1999/BR8.txt_87,29174775
davies1999/BR8.txt_88,28955904
davies1999/BR8.txt_89,28831878
davies1999/BR8.txt_90,28896041
davies1999/BR8.txt_91,28913067
davies1999/BR8.txt_92,29054850
davies1999/BR8.txt_93,28841307
davies1999/BR8.txt_94,29168231
davies1999/BR8.txt_95,29011951
davies1999/BR8.txt_96,29043651
davies1999/BR8.txt_97,28980065
davies1999/BR8.txt_98,29113337
davies1999/BR8.txt_99,29017691
davies1999/BR8.txt_100,29024739
davies1999/BR9.txt_1,29057343
davies1999/BR9.txt_2,28929756
davies1999/BR9.txt_3,28886714
davies1999/BR9.txt_4,29057616
davies1999/BR9.txt_5,28993672
davies1999/BR9.txt_6,28856592
davies1999/BR9.txt_7,28931833
davies1999/BR9.txt_8,28706944
davies1999/BR9.txt_9,28618903
davies1999/BR9.txt_10,28827725
davies1999/BR9.txt_11,28994115
davies1999/BR9.txt_12,28793799
davies1999/BR9.txt_13,28897050
davies1999/BR9.txt_14,28928231
davies1999/BR9.txt_15,28876639
davies1999/BR9.txt_16,29039317
davies1999/BR9.txt_17,28928798
davies1999/BR9.txt_18,28921536
davies1999/BR9.txt_19,28941746
davies1999/BR9.txt_20,28822334
davies1999/BR9.txt_21,28842864
davies1999/BR9.txt_22,28821292
davies1999/BR9.txt_23,28763809
davies1999/BR9.txt_24,28804042
davies1999/BR9.txt_25,28835374
davies1999/BR9.txt_26,28957454
davies1999/BR9.txt_27,28919569
davies1999/BR9.txt_28,28851000
davies1999/BR9.txt_29,28920010
davies1999/BR9.txt_30,29015750
davies1999/BR9.txt_31,28853422
davies1999/BR9.txt_32,29014661
davies1999/BR9.txt_33,28824720
davies1999/BR9.txt_34,28846069
davies1999/BR9.txt_35,28934824
davies1999/BR9.txt_36,28956301
davies1999/BR9.txt_37,28926541
davies1999/BR9.txt_38,28682940
davies1999/BR9.txt_39,28776258
davies1999/BR9.txt_40,28877195
davies1999/BR9.txt_41,29072347
davies1999/BR9.txt_42,28950596
davies1999/BR9.txt_43,28965366
davies1999/BR9.txt_44,29030029
davies1999/BR9.txt_45,28904017
davies1999/BR9.txt_46,28849281
davies1999/BR9.txt_47,28829090
davies1999/BR9.txt_48,28745197
davies1999/BR9.txt_49,28965288
davies1999/BR9.txt_50,28965842
davies1999/BR9.txt_51,29001753
davies1999/BR9.txt_52,28748032
davies1999/BR9.txt_53,28842663
davies1999/BR9.txt_54,28868693
davies1999/BR9.txt_55,28891973
davies1999/BR9.txt_56,28782758
davies1999/BR9.txt_57,28838857
davies1999/BR9.txt_58,28934049
davies1999/BR9.txt_59,28985569
davies1999/BR9.txt_60,28871513
davies1999/BR9.txt_61,28690224
davies1999/BR9.txt_62,28744368
davies1999/BR9.txt_63,28809283
davies1999/BR9.txt_64,28920060
davies1999/BR9.txt_65,28977490
davies1999/BR9.txt_66,28863717
davies1999/BR9.txt_67,28678080
davies1999/BR9.txt_68,28669578
davies1999/BR9.txt_69,28830614
davies1999/BR9.txt_70,28978383
davies1999/BR9.txt_71,29091063
davies1999/BR9.txt_72,28589991
davies1999/BR9.txt_73,29025401
davies1999/BR9.txt_74,28627142
davies1999/BR9.txt_75,29019202
davies1999/BR9.txt_76,28904132
davies1999/BR9.txt_77,28895781
davies1999/BR9.txt_78,28881323
davies1999/BR9.txt_79,28899105
davies1999/BR9.txt_80,28814492
davies1999/BR9.txt_81,28549772
davies1999/BR9.txt_82,28850381
davies1999/BR9.txt_83,28989273
davies1999/BR9.txt_84,28870018
davies1999/BR9.txt_85,28754151
davies1999/BR9.txt_86,28898787
davies1999/BR9.txt_87,29083852
davies1999/BR9.txt_88,28916511
davies1999/BR9.txt_89,28921990
davies1999/BR9.txt_90,28871987
davies1999/BR9.txt_91,28936863
davies1999/BR9.txt_92,28879647
davies1999/BR9.txt_93,28976696
davies1999/BR9.txt_94,28995141
davies1999/BR9.txt_95,28942558
davies1999/BR9.txt_96,28908015
davies1999/BR9.txt_97,28894593
davies1999/BR9.txt_98,28919208
davies1999/BR9.txt_99,28948416
davies1999/BR9.txt_100,28861304
davies1999/BR10.txt_1,28979842
davies1999/BR10.txt_2,29012516
davies1999/BR10.txt_3,28801552
davies1999/BR10.txt_4,28786008
davies1999/BR10.txt_5,28937702
davies1999/BR10.txt_6,28852633
davies1999/BR10.txt_7,28735329
davies1999/BR10.txt_8,28857609
davies1999/BR10.txt_9,28651643
davies1999/BR10.txt_10,28948301
davies1999/BR10.txt_11,28941955
davies1999/BR10.txt_12,28945413
davies1999/BR10.txt_13,28765772
davies1999/BR10.txt_14,28850525
davies1999/BR10.txt_15,28858894
davies1999/BR10.txt_16,28984591
davies1999/BR10.txt_17,28846110
davies1999/BR10.txt_18,28779271
davies1999/BR10.txt_19,28885640
davies1999/BR10.txt_20,28778463
davies1999/BR10.txt_21,28685859
davies1999/BR10.txt_22,28912012
davies1999/BR10.txt_23,28754315
davies1999/BR10.txt_24,28825634
davies1999/BR10.txt_25,28895399
davies1999/BR10.txt_26,28844744
davies1999/BR10.txt_27,28957872
davies1999/BR10.txt_28,28824336
davies1999/BR10.txt_29,28781157
davies1999/BR10.txt_30,28915031
davies1999/BR10.txt_31,28865539
davies1999/BR10.txt_32,28914953
davies1999/BR10.txt_33,28898739
davies1999/BR10.txt_34,28739364
davies1999/BR10.txt_35,28894591
davies1999/BR10.txt_36,28911897
davies1999/BR10.txt_37,28870442
davies1999/BR10.txt_38,28719035
davies1999/BR10.txt_39,29014916
davies1999/BR10.txt_40,28805402
davies1999/BR10.txt_41,28828627
davies1999/BR10.txt_42,28988122
davies1999/BR10.txt_43,28864898
davies1999/BR10.txt_44,28991984
davies1999/BR10.txt_45,28800993
davies1999/BR10.txt_46,28818885
davies1999/BR10.txt_47,28733543
davies1999/BR10.txt_48,28815957
davies1999/BR10.txt_49,28766242
davies1999/BR10.txt_50,28784140
davies1999/BR10.txt_51,29033761
davies1999/BR10.txt_52,28739057
davies1999/BR10.txt_53,28955783
davies1999/BR10.txt_54,28842290
davies1999/BR10.txt_55,28907272
davies1999/BR10.txt_56,28870328
davies1999/BR10.txt_57,28840588
davies1999/BR10.txt_58,29004329
davies1999/BR10.txt_59,28789260
davies1999/BR10.txt_60,28951218
davies1999/BR10.txt_61,28832978
davies1999/BR10.txt_62,28839999
davies1999/BR10.txt_63,28750839
davies1999/BR10.txt_64,28813523
davies1999/BR10.txt_65,28957795
davies1999/BR10.txt_66,28806683
davies1999/BR10.txt_67,28672174
davies1999/BR10.txt_68,28849635
davies1999/BR10.txt_69,28839266
davies1999/BR10.txt_70,28820829
davies1999/BR10.txt_71,29048602
davies1999/BR10.txt_72,28755002
davies1999/BR10.txt_73,28946543
davies1999/BR10.txt_74,28648048
davies1999/BR10.txt_75,28788456
davies1999/BR10.txt_76,28898079
davies1999/BR10.txt_77,28997659
davies1999/BR10.txt_78,28853609
davies1999/BR10.txt_79,28797846
davies1999/BR10.txt_80,28886216
davies1999/BR10.txt_81,28568562
davies1999/BR10.txt_82,28721952
davies1999/BR10.txt_83,28779299
davies1999/BR10.txt_84,28777844
davies1999/BR10.txt_85,28941964
davies1999/BR10.txt_86,28886972
davies1999/BR10.txt_87,28973043
davies1999/BR10.txt_88,28835761
davies1999/BR10.txt_89,28865658
davies1999/BR10.txt_90,28780502
davies1999/BR10.txt_91,28685488
davies1999/BR10.txt_92,28886147
davies1999/BR10.txt_93,28867631
davies1999/BR10.txt_94,28899592
davies1999/BR10.txt_95,28614744
davies1999/BR10.txt_96,28760141
davies1999/BR10.txt_97,28825306
davies1999/BR10.txt_98,28986260
davies1999/BR10.txt_99,28928833
davies1999/BR10.txt_100,28962914
davies1999/BR11.txt_1,28944991
davies1999/BR11.txt_2,28786921
davies1999/BR11.txt_3,28928241
davies1999/BR11.txt_4,28859928
davies1999/BR11.txt_5,28911242
davies1999/BR11.txt_6,28755555
davies1999/BR11.txt_7,28757757
davies1999/BR11.txt_8,28811828
davies1999/BR11.txt_9,28654130
davies1999/BR11.txt_10,28865000
davies1999/BR11.txt_11,28775188
davies1999/BR11.txt_12,28871662
davies1999/BR11.txt_13,28714962
davies1999/BR11.txt_14,28720747
davies1999/BR11.txt_15,28764921
davies1999/BR11.txt_16,28827163
davies1999/BR11.txt_17,28930098
davies1999/BR11.txt_18,28727718
davies1999/BR11.txt_19,28770939
davies1999/BR11.txt_20,28809213
davies1999/BR11.txt_21,28722800
davies1999/BR11.txt_22,28932664
davies1999/BR11.txt_23,28806654
davies1999/BR11.txt_24,28596467
davies1999/BR11.txt_25,28690056
davies1999/BR11.txt_26,28691671
davies1999/BR11.txt_27,28873827
davies1999/BR11.txt_28,28709634
davies1999/BR11.txt_29,28801478
davies1999/BR11.txt_30,28885036
davies1999/BR11.txt_31,28883424
davies1999/BR11.txt_32,28792639
davies1999/BR11.txt_33,28763280
davies1999/BR11.txt_34,28867277
davies1999/BR11.txt_35,28837266
davies1999/BR11.txt_36,28857352
davies1999/BR11.txt_37,28894037
davies1999/BR11.txt_38,28794001
davies1999/BR11.txt_39,28828154
davies1999/BR11.txt_40,28754909
davies1999/BR11.txt_41,28918165
davies1999/BR11.txt_42,28775130
davies1999/BR11.txt_43,28833700
davies1999/BR11.txt_44,28815072
davies1999/BR11.txt_45,28719208
davies1999/BR11.txt_46,28592084
davies1999/BR11.txt_47,28790280
davies1999/BR11.txt_48,28803641
davies1999/BR11.txt_49,28814269
davies1999/BR11.txt_50,28712482
davies1999/BR11.txt_51,28879840
davies1999/BR11.txt_52,28852850
davies1999/BR11.txt_53,28869875
davies1999/BR11.txt_54,28946682
davies1999/BR11.txt_55,28840806
davies1999/BR11.txt_56,28845342
davies1999/BR11.txt_57,28810426
davies1999/BR11.txt_58,28911416
davies1999/BR11.txt_59,28841850
davies1999/BR11.txt_60,28884973
davies1999/BR11.txt_61,28762567
davies1999/BR11.txt_62,28926809
davies1999/BR11.txt_63,28799049
davies1999/BR11.txt_64,28647493
davies1999/BR11.txt_65,28997258
davies1999/BR11.txt_66,28828023
davies1999/BR11.txt_67,28726259
davies1999/BR11.txt_68,28824809
davies1999/BR11.txt_69,28944184
davies1999/BR11.txt_70,28675314
davies1999/BR11.txt_71,28911925
davies1999/BR11.txt_72,28704195
davies1999/BR11.txt_73,28765130
davies1999/BR11.txt_74,28697272
davies1999/BR11.txt_75,28767936
davies1999/BR11.txt_76,28782906
davies1999/BR11.txt_77,28772696
davies1999/BR11.txt_78,28774597
davies1999/BR11.txt_79,28671883
davies1999/BR11.txt_80,28935996
davies1999/BR11.txt_81,28543694
davies1999/BR11.txt_82,28718004
davies1999/BR11.txt_83,28916146
davies1999/BR11.txt_84,28795382
davies1999/BR11.txt_85,28848121
davies1999/BR11.txt_86,28859848
davies1999/BR11.txt_87,28818630
davies1999/BR11.txt_88,28824233
davies1999/BR11.txt_89,28743663
davies1999/BR11.txt_90,28845971
davies1999/BR11.txt_91,28630090
davies1999/BR11.txt_92,28774684
davies1999/BR11.txt_93,28839214
davies1999/BR11.txt_94,28919519
davies1999/BR11.txt_95,28691844
davies1999/BR11.txt_96,28898327
davies1999/BR11.txt_97,28698726
davies1999/BR11.txt_98,28858661
davies1999/BR11.txt_99,28829090
davies1999/BR11.txt_100,28807376
davies1999/BR12.txt_1,28657729
davies1999/BR12.txt_2,28719021
davies1999/BR12.txt_3,28704502
davies1999/BR12.txt_4,28758787
davies1999/BR12.txt_5,28704743
davies1999/BR12.txt_6,28781673
davies1999/BR12.txt_7,28749109
davies1999/BR12.txt_8,28637298
davies1999/BR12.txt_9,28750453
davies1999/BR12.txt_10,28875435
davies1999/BR12.txt_11,28765626
davies1999/BR12.txt_12,28659213
davies1999/BR12.txt_13,28770721
davies1999/BR12.txt_14,28822238
davies1999/BR12.txt_15,28644705
davies1999/BR12.txt_16,28699066
davies1999/BR12.txt_17,28861882
davies1999/BR12.txt_18,28833396
davies1999/BR12.txt_19,28770826
davies1999/BR12.txt_20,28704960
davies1999/BR12.txt_21,28653846
davies1999/BR12.txt_22,28627826
davies1999/BR12.txt_23,28825776
davies1999/BR12.txt_24,28758586
davies1999/BR12.txt_25,28668683
davies1999/BR12.txt_26,28758713
davies1999/BR12.txt_27,28860815
davies1999/BR12.txt_28,28603935
davies1999/BR12.txt_29,28704135
davies1999/BR12.txt_30,28707331
davies1999/BR12.txt_31,28723010
davies1999/BR12.txt_32,28880547
davies1999/BR12.txt_33,28693156
davies1999/BR12.txt_34,28647978
davies1999/BR12.txt_35,28719480
davies1999/BR12.txt_36,28932545
davies1999/BR12.txt_37,28810998
davies1999/BR12.txt_38,28710273
davies1999/BR12.txt_39,28852080
davies1999/BR12.txt_40,28714799
davies1999/BR12.txt_41,28803273
davies1999/BR12.txt_42,28870531
davies1999/BR12.txt_43,28741418
davies1999/BR12.txt_44,28796684
davies1999/BR12.txt_45,28678831
davies1999/BR12.txt_46,28706748
davies1999/BR12.txt_47,28812802
davies1999/BR12.txt_48,28797620
davies1999/BR12.txt_49,28757822
davies1999/BR12.txt_50,28620120
davies1999/BR12.txt_51,28799993
davies1999/BR12.txt_52,28864785
davies1999/BR12.txt_53,28756028
davies1999/BR12.txt_54,28845549
davies1999/BR12.txt_55,28813764
davies1999/BR12.txt_56,28774377
davies1999/BR12.txt_57,28804071
davies1999/BR12.txt_58,28856352
davies1999/BR12.txt_59,28832612
davies1999/BR12.txt_60,28871247
davies1999/BR12.txt_61,28814724
davies1999/BR12.txt_62,28702230
davies1999/BR12.txt_63,28791554
davies1999/BR12.txt_64,28612464
davies1999/BR12.txt_65,28862369
davies1999/BR12.txt_66,28975799
davies1999/BR12.txt_67,28648079
davies1999/BR12.txt_68,28757277
davies1999/BR12.txt_69,28700377
davies1999/BR12.txt_70,28644303
davies1999/BR12.txt_71,28981508
davies1999/BR12.txt_72,28602506
davies1999/BR12.txt_73,28821314
davies1999/BR12.txt_74,28560873
davies1999/BR12.txt_75,29037896
davies1999/BR12.txt_76,28939935
davies1999/BR12.txt_77,28802204
davies1999/BR12.txt_78,28659966
davies1999/BR12.txt_79,28724832
davies1999/BR12.txt_80,28757153
davies1999/BR12.txt_81,28646429
davies1999/BR12.txt_82,28543442
davies1999/BR12.txt_83,28780549
davies1999/BR12.txt_84,28784912
davies1999/BR12.txt_85,28819431
davies1999/BR12.txt_86,28825888
davies1999/BR12.txt_87,28999174
davies1999/BR12.txt_88,28700846
davies1999/BR12.txt_89,28952438
davies1999/BR12.txt_90,28724468
davies1999/BR12.txt_91,28556863
davies1999/BR12.txt_92,28980184
davies1999/BR12.txt_93,28779169
davies1999/BR12.txt_94,28764266
davies1999/BR12.txt_95,28716281
davies1999/BR12.txt_96,28671113
davies1999/BR12.txt_97,28708982
davies1999/BR12.txt_98,28790082
davies1999/BR12.txt_99,28855567
davies1999/BR12.txt_100,28613414
davies1999/BR13.txt_1,28650377
davies1999/BR13.txt_2,28671596
davies1999/BR13.txt_3,28765705
davies1999/BR13.txt_4,28720552
davies1999/BR13.txt_5,28729792
davies1999/BR13.txt_6,28755645
davies1999/BR13.txt_7,28598652
davies1999/BR13.txt_8,28642360
davies1999/BR13.txt_9,28586792
davies1999/BR13.txt_10,28784866
davies1999/BR13.txt_11,28760319
davies1999/BR13.txt_12,28661518
davies1999/BR13.txt_13,28791287
davies1999/BR13.txt_14,28891642
davies1999/BR13.txt_15,28699498
davies1999/BR13.txt_16,28614878
davies1999/BR13.txt_17,28697030
davies1999/BR13.txt_18,28702252
davies1999/BR13.txt_19,28820931
davies1999/BR13.txt_20,28693711
davies1999/BR13.txt_21,28743784
davies1999/BR13.txt_22,28661396
davies1999/BR13.txt_23,28818195
davies1999/BR13.txt_24,28736304
davies1999/BR13.txt_25,28795003
davies1999/BR13.txt_26,28646171
davies1999/BR13.txt_27,28704830
davies1999/BR13.txt_28,28652182
davies1999/BR13.txt_29,28582974
davies1999/BR13.txt_30,28721213
davies1999/BR13.txt_31,28783705
davies1999/BR13.txt_32,28773709
davies1999/BR13.txt_33,28675974
davies1999/BR13.txt_34,28672087
davies1999/BR13.txt_35,28800645
davies1999/BR13.txt_36,28736593
davies1999/BR13.txt_37,28723035
davies1999/BR13.txt_38,28649246
davies1999/BR13.txt_39,28907415
davies1999/BR13.txt_40,28591535
davies1999/BR13.txt_41,28727348
davies1999/BR13.txt_42,28736283
davies1999/BR13.txt_43,28675220
davies1999/BR13.txt_44,28760706
davies1999/BR13.txt_45,28547023
davies1999/BR13.txt_46,28634278
davies1999/BR13.txt_47,28698383
davies1999/BR13.txt_48,28712933
davies1999/BR13.txt_49,28846427
davies1999/BR13.txt_50,28711209
davies1999/BR13.txt_51,28757384
davies1999/BR13.txt_52,28871451
davies1999/BR13.txt_53,28759641
davies1999/BR13.txt_54,28698256
davies1999/BR13.txt_55,28600166
davies1999/BR13.txt_56,28763357
davies1999/BR13.txt_57,28655220
davies1999/BR13.txt_58,28742029
davies1999/BR13.txt_59,28850870
davies1999/BR13.txt_60,28809839
davies1999/BR13.txt_61,28613109
davies1999/BR13.txt_62,28586655
davies1999/BR13.txt_63,28598959
davies1999/BR13.txt_64,28807425
davies1999/BR13.txt_65,28781785
davies1999/BR13.txt_66,28803594
davies1999/BR13.txt_67,28687706
davies1999/BR13.txt_68,28646579
davies1999/BR13.txt_69,28591949
davies1999/BR13.txt_70,28702140
davies1999/BR13.txt_71,28744495
davies1999/BR13.txt_72,28758163
davies1999/BR13.txt_73,28801321
davies1999/BR13.txt_74,28456438
davies1999/BR13.txt_75,28658361
davies1999/BR13.txt_76,28763065
davies1999/BR13.txt_77,28798468
davies1999/BR13.txt_78,28783510
davies1999/BR13.txt_79,28747643
davies1999/BR13.txt_80,28762333
davies1999/BR13.txt_81,28562963
davies1999/BR13.txt_82,28659837
davies1999/BR13.txt_83,28770256
davies1999/BR13.txt_84,28726017
davies1999/BR13.txt_85,28795845
davies1999/BR13.txt_86,28690065
davies1999/BR13.txt_87,28961934
davies1999/BR13.txt_88,28656820
davies1999/BR13.txt_89,28679584
davies1999/BR13.txt_90,28652411
davies1999/BR13.txt_91,28554357
davies1999/BR13.txt_92,28711059
davies1999/BR13.txt_93,28657975
davies1999/BR13.txt_94,28799443
davies1999/BR13.txt_95,28598411
davies1999/BR13.txt_96,28580055
davies1999/BR13.txt_97,28688259
davies1999/BR13.txt_98,28690870
davies1999/BR13.txt_99,28760979
davies1999/BR13.txt_100,28721459
davies1999/BR14.txt_1,28653850
davies1999/BR14.txt_2,28636777
davies1999/BR14.txt_3,28457707
davies1999/BR14.txt_4,28741107
davies1999/BR14.txt_5,28527111
davies1999/BR14.txt_6,28690383
davies1999/BR14.txt_7,28688626
davies1999/BR14.txt_8,28600279
davies1999/BR14.txt_9,28692564
davies1999/BR14.txt_10,28702410
davies1999/BR14.txt_11,28793855
davies1999/BR14.txt_12,28629287
davies1999/BR14.txt_13,28862577
davies1999/BR14.txt_14,28734181
davies1999/BR14.txt_15,28608052
davies1999/BR14.txt_16,28542416
davies1999/BR14.txt_17,28833815
davies1999/BR14.txt_18,28566409
davies1999/BR14.txt_19,28689951
davies1999/BR14.txt_20,28622340
davies1999/BR14.txt_21,28601020
davies1999/BR14.txt_22,28661030
davies1999/BR14.txt_23,28670644
davies1999/BR14.txt_24,28716703
davies1999/BR14.txt_25,28534471
davies1999/BR14.txt_26,28676803
davies1999/BR14.txt_27,28646030
davies1999/BR14.txt_28,28599741
davies1999/BR14.txt_29,28586687
davies1999/BR14.txt_30,28813390
davies1999/BR14.txt_31,28538760
davies1999/BR14.txt_32,28570655
davies1999/BR14.txt_33,28611260
davies1999/BR14.txt_34,28587188
davies1999/BR14.txt_35,28788589
davies1999/BR14.txt_36,28845709
davies1999/BR14.txt_37,28799654
davies1999/BR14.txt_38,28504275
davies1999/BR14.txt_39,28754743
davies1999/BR14.txt_40,28737515
davies1999/BR14.txt_41,28635489
davies1999/BR14.txt_42,28610935
davies1999/BR14.txt_43,28557339
davies1999/BR14.txt_44,28667274
davies1999/BR14.txt_45,28540267
davies1999/BR14.txt_46,28642337
davies1999/BR14.txt_47,28681133
davies1999/BR14.txt_48,28776230
davies1999/BR14.txt_49,28612979
davies1999/BR14.txt_50,28714394
davies1999/BR14.txt_51,28631428
davies1999/BR14.txt_52,28780098
davies1999/BR14.txt_53,28771136
davies1999/BR14.txt_54,28768999
davies1999/BR14.txt_55,28666313
davies1999/BR14.txt_56,28692170
davies1999/BR14.txt_57,28662368
davies1999/BR14.txt_58,28666168
davies1999/BR14.txt_59,28749384
davies1999/BR14.txt_60,28632050
davies1999/BR14.txt_61,28584469
davies1999/BR14.txt_62,28671013
davies1999/BR14.txt_63,28714035
davies1999/BR14.txt_64,28593025
davies1999/BR14.txt_65,28749179
davies1999/BR14.txt_66,28690977
davies1999/BR14.txt_67,28618514
davies1999/BR14.txt_68,28532141
davies1999/BR14.txt_69,28695881
davies1999/BR14.txt_70,28532464
davies1999/BR14.txt_71,28802807
davies1999/BR14.txt_72,28477613
davies1999/BR14.txt_73,28804675
davies1999/BR14.txt_74,28634055
davies1999/BR14.txt_75,28707534
davies1999/BR14.txt_76,28568888
